300	UMA15	3	2.0	unknown	US	Nantucket	unknown	L	illumina	K	AT11
301	UNY190	59	1.0	unknown	US	NY	unknown	D	illumina	B	AT2
302	BL224	3	2.0	unknown	US	NY	unknown	D	pacbio	K	AT11
303	UNY185	3	2.0	unknown	US	NY	unknown	L	illumina	K	AT11
304	URI47	3	2.0	unknown	US	RI	unknown	L	illumina	K	AT11
305	K24	14	3.0	unknown	US	CT	unknown	L	hybrid	G	AT7
306	URI67	59	1.0	unknown	US	RI	unknown	L	illumina	B	AT2
307	URI24	1	1.0	unknown	US	RI	unknown	D	illumina	A	AT1
308	UMA4	3	2.0	unknown	US	Nantucket	unknown	L	illumina	K	AT11
309	BL515	11	3.0	unknown	US	NY	unknown	D	pacbio	C	unknown
310	URI108	59	1.0	unknown	US	RI	unknown	D	illumina	B	AT2
311	URI23	3	2.0	unknown	US	RI	unknown	L	illumina	K	AT11
312	K84	59	1.0	unknown	US	CT	unknown	D	hybrid	B	AT2
313	K6	1	1.0	unknown	US	RI	unknown	L	hybrid	A	AT1
314	URI111	1	1.0	unknown	US	RI	unknown	D	illumina	A	AT1
315	URI75	1	1.0	unknown	US	RI	unknown	D	illumina	A	AT1
316	UCT74	1	1.0	unknown	US	CT	unknown	D	illumina	A	AT1
317	URI65	1	1.0	unknown	US	RI	unknown	L	illumina	A	AT1
318	URI58	16	3.0	unknown	US	RI	unknown	L	illumina	I	AT9
319	URI70	7	1.0	unknown	US	RI	unknown	D	illumina	B	AT2
320	BL082_H1	1	unknown	culture	US	NY	unknown	unknown	nanopore	A	AT1
321	K25	16	3.0	unknown	US	RI	unknown	D	hybrid	I	AT9
322	UNY157	59	1.0	unknown	US	NY	unknown	L	illumina	B	AT2
323	UMA16	59	1.0	unknown	US	Nantucket	unknown	L	illumina	B	AT2
324	HB-19	16	unknown	culture	US	NY	unknown	unknown	nanopore	Ia	AT9
325	URI91	1	1.0	unknown	US	RI	unknown	L	illumina	A	AT1
326	UNY161	1	1.0	unknown	US	NY	unknown	D	illumina	A	AT1
327	URI57	59	1.0	unknown	US	RI	unknown	L	illumina	B	AT2
328	URI53	16	3.0	unknown	US	RI	unknown	L	illumina	I	AT9
329	UMA127	11	3.0	unknown	US	Nantucket	unknown	L	illumina	C	unknown
330	URI61	1	1.0	unknown	US	RI	unknown	D	illumina	A	AT1
331	UWI275	12	3.0	unknown	US	WI	unknown	L	illumina	M	AT12
332	K73	1	1.0	unknown	US	RI	unknown	D	hybrid	A	AT1
333	URI72	1	1.0	unknown	US	RI	unknown	L	illumina	A	AT1
334	BL206	1	1.0	unknown	US	NY	unknown	D	pacbio	A	AT1
335	UMA9	1	1.0	unknown	US	Nantucket	unknown	L	illumina	A	unknown
336	K75	3	2.0	unknown	US	RI	unknown	L	hybrid	K	unknown
337	UMA11	38	3.0	unknown	US	Nantucket	unknown	L	illumina	D	unknown
338	K58	1	1.0	unknown	US	RI	unknown	D	hybrid	A	AT1
339	UMA12	1	1.0	unknown	US	Nantucket	unknown	L	illumina	A	AT1
340	URI105	1	1.0	unknown	US	RI	unknown	D	illumina	A	AT1
341	URI88	4	2.0	unknown	US	RI	unknown	L	illumina	H	AT8
342	URI101	1	1.0	unknown	US	RI	unknown	D	illumina	A	AT1
343	K90	59	1.0	unknown	US	CT	unknown	L	hybrid	B	AT2
344	URI89	1	1.0	unknown	US	RI	unknown	D	illumina	A	AT1
345	MR614	11	3.0	unknown	US	NY	unknown	D	pacbio	C	unknown
346	UMA8	1	1.0	unknown	US	Nantucket	unknown	D	illumina	A	AT1
347	URI19	59	1.0	unknown	US	RI	unknown	L	illumina	B	AT2
348	UMA13	59	1.0	unknown	US	Nantucket	unknown	L	illumina	B	unknown
349	UMA2	8	2.0	unknown	US	Nantucket	unknown	L	illumina	F	AT6
350	BL091_B31E2_erpP	1	unknown	culture	US	NY	unknown	unknown	nanopore	A	AT1
351	K15	3	2.0	unknown	US	CT	unknown	D	hybrid	K	AT11
352	K74	1	1.0	unknown	US	RI	unknown	D	hybrid	A	AT1
353	K62	4	2.0	unknown	US	RI	unknown	L	hybrid	H	AT8
354	K66	1	1.0	unknown	US	RI	unknown	D	hybrid	A	AT1
355	K10	1	1.0	unknown	US	CT	unknown	D	hybrid	A	AT1
356	URI84	59	2.0	unknown	US	RI	unknown	L	illumina	B	unknown
357	URI20	14	3.0	unknown	US	RI	unknown	L	illumina	G	AT7
358	K18	3	2.0	unknown	US	RI	unknown	L	hybrid	K	AT11
359	K72	3	2.0	unknown	US	CT	unknown	L	hybrid	K	AT11
